,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Tgt,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
146,Walter Payton,CHI,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,333.0,1395.0,,50.0,480.0,9.6,5.0,0.0,0.0,0.0,0.0,1395.0,11.0,333.0,480.0,0.0,293.5
147,Eddie George,TEN,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,320.0,1304.0,65.0,47.0,458.0,9.74,5.0,4.0,0.0,0.0,0.0,1304.0,9.0,320.0,458.0,4.0,293.2
148,Earl Campbell,HOU,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,368.0,1697.0,,16.0,94.0,5.88,8.0,0.0,0.0,0.0,0.0,1697.0,19.0,368.0,94.0,0.0,293.1
149,Earl Campbell,HOU,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,368.0,1697.0,,16.0,94.0,5.88,8.0,0.0,0.0,0.0,0.0,1697.0,19.0,368.0,94.0,0.0,293.1
150,Emmitt Smith,DAL,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,365.0,1563.0,,49.0,258.0,5.27,8.0,0.0,0.0,0.0,0.0,1563.0,12.0,365.0,258.0,1.0,293.1
151,LaMont Jordan,OAK,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,272.0,1025.0,103.0,70.0,563.0,8.04,2.0,1.0,0.0,0.0,0.0,1025.0,9.0,272.0,563.0,2.0,292.8
152,Dalvin Cook,MIN,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,250.0,1135.0,63.0,53.0,519.0,9.79,4.0,2.0,0.0,0.0,0.0,1135.0,13.0,250.0,519.0,0.0,292.4
153,Gerald Riggs,ATL,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,397.0,1719.0,,33.0,267.0,8.09,0.0,0.0,0.0,0.0,0.0,1719.0,10.0,397.0,267.0,0.0,291.6
154,Curt Warner,SEA,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,335.0,1449.0,,42.0,325.0,7.74,6.0,0.0,0.0,0.0,0.0,1449.0,13.0,335.0,325.0,1.0,291.4
155,Joe Morris,NYG,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,294.0,1336.0,,22.0,212.0,9.64,6.0,0.0,0.0,0.0,0.0,1336.0,21.0,294.0,212.0,0.0,290.8
156,Curtis Martin,NWE,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,316.0,1152.0,52.0,46.0,333.0,7.24,4.0,3.0,0.0,0.0,0.0,1152.0,14.0,316.0,333.0,3.0,290.5
157,Tiki Barber,NYG,RB,25.0,16.0,12.0,0.0,0.0,0.0,0.0,213.0,1006.0,95.0,70.0,719.0,10.27,9.0,3.0,0.0,0.0,0.0,1006.0,8.0,213.0,719.0,1.0,290.5
158,Curt Warner,SEA,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,319.0,1481.0,,41.0,342.0,8.34,6.0,0.0,0.0,0.0,0.0,1481.0,13.0,319.0,342.0,0.0,289.3
159,Wilbert Montgomery,PHI,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,286.0,1402.0,,49.0,521.0,10.63,6.0,0.0,0.0,0.0,0.0,1402.0,8.0,286.0,521.0,2.0,289.2999999999999
160,Terry Allen,MIN,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,266.0,1201.0,70.0,49.0,478.0,9.76,9.0,0.0,0.0,0.0,0.0,1201.0,13.0,266.0,478.0,2.0,288.9
161,Billy Sims,DET,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,296.0,1437.0,,28.0,451.0,16.11,9.0,0.0,0.0,0.0,0.0,1437.0,13.0,296.0,451.0,2.0,288.7999999999999
162,Curtis Martin,NWE,RB,22.0,16.0,15.0,0.0,0.0,0.0,0.0,368.0,1487.0,50.0,30.0,261.0,8.7,5.0,3.0,0.0,0.0,0.0,1487.0,14.0,368.0,261.0,1.0,288.7999999999999
163,Willie Parker,PIT,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,337.0,1494.0,42.0,31.0,222.0,7.16,7.0,5.0,0.0,0.0,0.0,1494.0,13.0,337.0,222.0,3.0,288.6
164,Melvin Gordon,LAC,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,284.0,1105.0,83.0,58.0,476.0,8.21,1.0,0.0,0.0,0.0,0.0,1105.0,8.0,284.0,476.0,4.0,288.1
165,Lorenzo White,HOU,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,265.0,1226.0,77.0,57.0,641.0,11.25,2.0,0.0,0.0,0.0,0.0,1226.0,7.0,265.0,641.0,1.0,287.7
166,Barry Foster,PIT,RB,24.0,16.0,15.0,0.0,1.0,0.0,0.0,390.0,1690.0,50.0,36.0,344.0,9.56,9.0,0.0,0.0,0.0,1.0,1690.0,11.0,390.0,344.0,0.0,287.4
167,Marshall Faulk,IND,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,289.0,1078.0,74.0,56.0,475.0,8.48,8.0,4.0,0.0,0.0,0.0,1078.0,11.0,289.0,475.0,3.0,287.3
168,Ron Johnson,NYG,RB,25.0,14.0,14.0,0.0,1.0,0.0,0.0,298.0,1182.0,,45.0,451.0,10.02,3.0,0.0,0.0,0.0,1.0,1182.0,9.0,298.0,451.0,5.0,286.3
169,Chris Warren,SEA,RB,26.0,16.0,15.0,0.0,0.0,0.0,0.0,333.0,1545.0,61.0,41.0,323.0,7.88,5.0,4.0,0.0,0.0,0.0,1545.0,9.0,333.0,323.0,2.0,285.8
170,Ricky Watters,SFO,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,239.0,877.0,88.0,66.0,719.0,10.89,8.0,3.0,0.0,0.0,0.0,877.0,6.0,239.0,719.0,5.0,285.6
171,Earl Campbell,HOU,RB,25.0,15.0,15.0,1.0,2.0,57.0,0.0,373.0,1934.0,,11.0,47.0,4.27,4.0,0.0,57.0,1.0,2.0,1934.0,13.0,373.0,47.0,0.0,285.38
172,Herschel Walker,DAL,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,361.0,1514.0,,53.0,505.0,9.53,6.0,0.0,0.0,0.0,0.0,1514.0,5.0,361.0,505.0,2.0,284.9
173,Chris Warren,SEA,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,310.0,1346.0,50.0,35.0,247.0,7.06,5.0,3.0,0.0,0.0,0.0,1346.0,15.0,310.0,247.0,1.0,284.3
174,Devonta Freeman,ATL,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,227.0,1079.0,65.0,54.0,462.0,8.56,1.0,1.0,0.0,0.0,0.0,1079.0,11.0,227.0,462.0,2.0,284.1
175,Travis Henry,BUF,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,325.0,1438.0,59.0,43.0,309.0,7.19,11.0,9.0,0.0,0.0,0.0,1438.0,13.0,325.0,309.0,1.0,283.7000000000001
176,Ray Rice,BAL,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,257.0,1143.0,83.0,61.0,478.0,7.84,1.0,0.0,0.0,0.0,0.0,1143.0,9.0,257.0,478.0,1.0,283.1
177,Marshall Faulk,STL,RB,29.0,14.0,10.0,0.0,0.0,0.0,0.0,212.0,953.0,102.0,80.0,537.0,6.71,4.0,3.0,0.0,0.0,0.0,953.0,8.0,212.0,537.0,2.0,283.0
178,Marcus Allen,RAI,RB,23.0,16.0,15.0,4.0,7.0,111.0,0.0,266.0,1014.0,,68.0,590.0,8.68,14.0,0.0,111.0,3.0,7.0,1014.0,9.0,266.0,590.0,2.0,282.8400000000001
179,Jamaal Charles,KAN,RB,24.0,16.0,6.0,0.0,0.0,0.0,0.0,230.0,1467.0,64.0,45.0,468.0,10.4,3.0,2.0,0.0,0.0,0.0,1467.0,5.0,230.0,468.0,3.0,282.5
180,Dorsey Levens,GNB,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,279.0,1034.0,81.0,71.0,573.0,8.07,5.0,5.0,0.0,0.0,0.0,1034.0,9.0,279.0,573.0,1.0,281.7000000000001
181,James Brooks,CIN,RB,28.0,16.0,16.0,0.0,1.0,0.0,0.0,205.0,1087.0,,54.0,686.0,12.7,2.0,0.0,0.0,0.0,1.0,1087.0,5.0,205.0,686.0,4.0,281.3
182,Robert Smith,MIN,RB,28.0,16.0,16.0,0.0,0.0,0.0,0.0,295.0,1521.0,44.0,36.0,348.0,9.67,4.0,1.0,0.0,0.0,0.0,1521.0,7.0,295.0,348.0,3.0,280.9
183,Maurice Jones-Drew,JAX,RB,23.0,16.0,3.0,0.0,0.0,0.0,0.0,197.0,824.0,75.0,62.0,565.0,9.11,6.0,2.0,0.0,0.0,0.0,824.0,12.0,197.0,565.0,2.0,280.9
184,Lydell Mitchell,BAL,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,301.0,1159.0,,71.0,620.0,8.73,5.0,0.0,0.0,0.0,0.0,1159.0,3.0,301.0,620.0,4.0,280.9
185,Ottis Anderson,STL,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,289.0,1174.0,,70.0,611.0,8.73,8.0,0.0,0.0,0.0,0.0,1174.0,6.0,289.0,611.0,2.0,280.5
186,Fred Taylor,JAX,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,292.0,1399.0,53.0,36.0,240.0,6.67,4.0,2.0,0.0,0.0,0.0,1399.0,12.0,292.0,240.0,2.0,279.9
187,Otis Armstrong,DEN,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,263.0,1407.0,,38.0,405.0,10.66,6.0,0.0,0.0,0.0,0.0,1407.0,9.0,263.0,405.0,3.0,279.2
188,Frank Gore,SFO,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,229.0,1120.0,75.0,52.0,406.0,7.81,4.0,2.0,0.0,0.0,0.0,1120.0,10.0,229.0,406.0,3.0,278.6
189,Emmitt Smith,DAL,RB,27.0,15.0,15.0,0.0,0.0,0.0,0.0,327.0,1204.0,57.0,47.0,249.0,5.3,5.0,2.0,0.0,0.0,0.0,1204.0,12.0,327.0,249.0,3.0,278.3
190,Mark Ingram,NOR,RB,28.0,16.0,13.0,0.0,0.0,0.0,0.0,230.0,1124.0,71.0,58.0,416.0,7.17,3.0,3.0,0.0,0.0,0.0,1124.0,12.0,230.0,416.0,0.0,278.0
191,Michael Turner,ATL,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,376.0,1699.0,9.0,6.0,41.0,6.83,3.0,2.0,0.0,0.0,0.0,1699.0,17.0,376.0,41.0,0.0,278.0
192,LaDainian Tomlinson,SDG,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,292.0,1110.0,77.0,52.0,426.0,8.19,1.0,0.0,0.0,0.0,0.0,1110.0,11.0,292.0,426.0,1.0,277.6
193,Ray Rice,BAL,RB,23.0,16.0,14.0,0.0,0.0,0.0,0.0,307.0,1220.0,83.0,63.0,556.0,8.83,0.0,0.0,0.0,0.0,0.0,1220.0,5.0,307.0,556.0,1.0,276.6
194,John Riggins+,WAS,RB,34.0,15.0,15.0,0.0,1.0,0.0,0.0,375.0,1347.0,,5.0,29.0,5.8,5.0,0.0,0.0,0.0,1.0,1347.0,24.0,375.0,29.0,0.0,276.6
195,James White,NWE,RB,26.0,16.0,3.0,0.0,0.0,0.0,0.0,94.0,425.0,123.0,87.0,751.0,8.63,0.0,0.0,0.0,0.0,0.0,425.0,5.0,94.0,751.0,7.0,276.6
196,Brian Westbrook,PHI,RB,25.0,13.0,12.0,0.0,0.0,0.0,0.0,177.0,812.0,87.0,73.0,703.0,9.63,1.0,1.0,0.0,0.0,0.0,812.0,3.0,177.0,703.0,6.0,276.5
197,Fred Taylor,JAX,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,345.0,1572.0,74.0,48.0,370.0,7.71,6.0,4.0,0.0,0.0,0.0,1572.0,6.0,345.0,370.0,1.0,276.2
198,Wendell Tyler,RAM,RB,26.0,15.0,15.0,0.0,0.0,0.0,0.0,260.0,1074.0,,45.0,436.0,9.69,11.0,0.0,0.0,0.0,0.0,1074.0,12.0,260.0,436.0,5.0,276.0
199,James Conner,PIT,RB,23.0,13.0,12.0,0.0,0.0,0.0,0.0,215.0,973.0,71.0,55.0,497.0,9.04,4.0,2.0,0.0,0.0,0.0,973.0,12.0,215.0,497.0,1.0,276.0
200,Thomas Jones,NYJ,RB,30.0,16.0,14.0,0.0,0.0,0.0,0.0,290.0,1312.0,42.0,36.0,207.0,5.75,2.0,1.0,0.0,0.0,0.0,1312.0,13.0,290.0,207.0,2.0,275.9
201,Adrian Peterson,MIN,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,283.0,1298.0,50.0,36.0,341.0,9.47,1.0,1.0,0.0,0.0,0.0,1298.0,12.0,283.0,341.0,1.0,275.9
202,Lydell Mitchell,BAL,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,289.0,1200.0,,60.0,555.0,9.25,4.0,0.0,0.0,0.0,0.0,1200.0,5.0,289.0,555.0,3.0,275.5
203,Marshawn Lynch,SEA,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,301.0,1257.0,44.0,36.0,316.0,8.78,4.0,1.0,0.0,0.0,0.0,1257.0,12.0,301.0,316.0,2.0,275.3
204,Eric Dickerson,RAM,RB,26.0,16.0,16.0,1.0,1.0,15.0,0.0,404.0,1821.0,,26.0,205.0,7.88,12.0,0.0,15.0,1.0,1.0,1821.0,11.0,404.0,205.0,0.0,275.2
205,Joseph Addai,IND,RB,24.0,15.0,15.0,0.0,0.0,0.0,0.0,261.0,1072.0,48.0,41.0,364.0,8.88,0.0,0.0,0.0,0.0,0.0,1072.0,12.0,261.0,364.0,3.0,274.6
206,Stephen Davis,WAS,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,290.0,1405.0,28.0,23.0,111.0,4.83,4.0,1.0,0.0,0.0,0.0,1405.0,17.0,290.0,111.0,0.0,274.6
207,Edgar Bennett,GNB,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,316.0,1067.0,79.0,61.0,648.0,10.62,2.0,0.0,0.0,0.0,0.0,1067.0,3.0,316.0,648.0,4.0,274.5
208,Gerald Riggs,ATL,RB,24.0,15.0,14.0,0.0,0.0,0.0,0.0,353.0,1486.0,,42.0,277.0,6.6,11.0,0.0,0.0,0.0,0.0,1486.0,13.0,353.0,277.0,0.0,274.3
209,Joe Morris,NYG,RB,26.0,15.0,15.0,0.0,0.0,0.0,0.0,341.0,1516.0,,21.0,233.0,11.1,6.0,0.0,0.0,0.0,0.0,1516.0,14.0,341.0,233.0,1.0,273.9
210,Pete Johnson,CIN,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,274.0,1077.0,,46.0,320.0,6.96,4.0,0.0,0.0,0.0,0.0,1077.0,12.0,274.0,320.0,4.0,273.7
211,Arian Foster,HOU,RB,28.0,13.0,13.0,1.0,1.0,5.0,0.0,260.0,1246.0,59.0,38.0,327.0,8.61,2.0,2.0,5.0,1.0,1.0,1246.0,8.0,260.0,327.0,5.0,273.5
212,Chris Johnson,TEN,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,316.0,1364.0,57.0,44.0,245.0,5.57,3.0,2.0,0.0,0.0,0.0,1364.0,11.0,316.0,245.0,1.0,272.9
213,Clinton Portis,WAS,RB,26.0,16.0,16.0,1.0,1.0,15.0,0.0,325.0,1262.0,60.0,47.0,389.0,8.28,6.0,5.0,15.0,1.0,1.0,1262.0,11.0,325.0,389.0,0.0,272.7
214,Eddie Lacy,GNB,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,246.0,1139.0,55.0,42.0,427.0,10.17,3.0,2.0,0.0,0.0,0.0,1139.0,9.0,246.0,427.0,4.0,272.6
215,Ottis Anderson,STL,RB,22.0,16.0,16.0,0.0,1.0,0.0,0.0,331.0,1605.0,,41.0,308.0,7.51,10.0,0.0,0.0,0.0,1.0,1605.0,8.0,331.0,308.0,2.0,272.3
216,Ottis Anderson,STL,RB,22.0,16.0,16.0,0.0,1.0,0.0,0.0,331.0,1605.0,,41.0,308.0,7.51,10.0,0.0,0.0,0.0,1.0,1605.0,8.0,331.0,308.0,2.0,272.3
217,Ricky Williams,MIA,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,392.0,1372.0,62.0,50.0,351.0,7.02,7.0,5.0,0.0,0.0,0.0,1372.0,9.0,392.0,351.0,1.0,272.29999999999995
218,Neal Anderson,CHI,RB,26.0,15.0,14.0,0.0,0.0,0.0,0.0,260.0,1078.0,,42.0,484.0,11.52,2.0,0.0,0.0,0.0,0.0,1078.0,10.0,260.0,484.0,3.0,272.2
219,Steve Slaton,HOU,RB,22.0,16.0,15.0,0.0,0.0,0.0,0.0,268.0,1282.0,59.0,50.0,377.0,7.54,3.0,2.0,0.0,0.0,0.0,1282.0,9.0,268.0,377.0,1.0,271.9
220,Maurice Jones-Drew,JAX,RB,21.0,16.0,1.0,0.0,0.0,0.0,0.0,166.0,941.0,62.0,46.0,436.0,9.48,1.0,1.0,0.0,0.0,0.0,941.0,13.0,166.0,436.0,2.0,271.7
221,Melvin Gordon,LAC,RB,25.0,12.0,12.0,0.0,0.0,0.0,0.0,175.0,885.0,66.0,50.0,490.0,9.8,1.0,0.0,0.0,0.0,0.0,885.0,10.0,175.0,490.0,4.0,271.5
222,Darren Sproles,NOR,RB,28.0,16.0,4.0,0.0,0.0,0.0,0.0,87.0,603.0,111.0,86.0,710.0,8.26,1.0,0.0,0.0,0.0,0.0,603.0,2.0,87.0,710.0,7.0,271.3
223,O.J. Simpson,BUF,RB,26.0,14.0,14.0,1.0,2.0,-3.0,0.0,332.0,2003.0,,6.0,70.0,11.67,7.0,0.0,-3.0,0.0,2.0,2003.0,12.0,332.0,70.0,0.0,271.18
224,Joe Cribbs,BUF,RB,25.0,16.0,16.0,1.0,2.0,3.0,0.0,263.0,1131.0,,57.0,524.0,9.19,6.0,0.0,3.0,0.0,2.0,1131.0,3.0,263.0,524.0,7.0,270.62
225,Mike Anderson,DEN,RB,27.0,16.0,12.0,0.0,0.0,0.0,0.0,297.0,1487.0,32.0,23.0,169.0,7.35,4.0,4.0,0.0,0.0,0.0,1487.0,15.0,297.0,169.0,0.0,270.6
226,Lionel James,SDG,RB,23.0,16.0,7.0,0.0,0.0,0.0,0.0,105.0,516.0,,86.0,1027.0,11.94,9.0,0.0,0.0,0.0,0.0,516.0,2.0,105.0,1027.0,6.0,270.3
227,Larry Centers,ARI,RB,28.0,16.0,14.0,0.0,0.0,0.0,0.0,116.0,425.0,130.0,99.0,766.0,7.74,1.0,1.0,0.0,0.0,0.0,425.0,2.0,116.0,766.0,7.0,270.1
228,Clinton Portis,WAS,RB,24.0,16.0,16.0,1.0,2.0,17.0,0.0,352.0,1516.0,41.0,30.0,216.0,7.2,3.0,2.0,17.0,1.0,2.0,1516.0,11.0,352.0,216.0,0.0,269.88
229,Brian Westbrook,PHI,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,233.0,936.0,74.0,54.0,402.0,7.44,2.0,1.0,0.0,0.0,0.0,936.0,9.0,233.0,402.0,5.0,269.8
230,Marshawn Lynch,SEA,RB,26.0,16.0,15.0,0.0,0.0,0.0,0.0,315.0,1590.0,30.0,23.0,196.0,8.52,5.0,2.0,0.0,0.0,0.0,1590.0,11.0,315.0,196.0,1.0,269.6
231,Joe Washington,BAL,RB,26.0,15.0,15.0,0.0,1.0,0.0,1.0,242.0,884.0,,82.0,750.0,9.15,8.0,0.0,0.0,0.0,1.0,884.0,4.0,242.0,750.0,3.0,269.4
232,John Settle,ATL,RB,23.0,16.0,13.0,0.0,0.0,0.0,0.0,232.0,1024.0,,68.0,570.0,8.38,3.0,0.0,0.0,0.0,0.0,1024.0,7.0,232.0,570.0,1.0,269.4
233,Joe Washington,BAL,RB,26.0,15.0,15.0,0.0,1.0,0.0,1.0,242.0,884.0,,82.0,750.0,9.15,8.0,0.0,0.0,0.0,1.0,884.0,4.0,242.0,750.0,3.0,269.4
234,LaDainian Tomlinson,SDG,RB,22.0,16.0,16.0,0.0,0.0,0.0,0.0,339.0,1236.0,74.0,59.0,367.0,6.22,8.0,5.0,0.0,0.0,0.0,1236.0,10.0,339.0,367.0,0.0,269.3
235,Ahman Green,GNB,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,286.0,1240.0,74.0,57.0,393.0,6.89,4.0,3.0,0.0,0.0,0.0,1240.0,7.0,286.0,393.0,2.0,268.3
236,James Brooks,CIN,RB,27.0,16.0,16.0,1.0,1.0,8.0,0.0,192.0,929.0,,55.0,576.0,10.47,7.0,0.0,8.0,1.0,1.0,929.0,7.0,192.0,576.0,5.0,267.82000000000005
237,Tony Dorsett,DAL,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,305.0,1307.0,,46.0,449.0,9.76,7.0,0.0,0.0,0.0,0.0,1307.0,7.0,305.0,449.0,3.0,267.6
238,Darren McFadden,OAK,RB,23.0,13.0,13.0,0.0,1.0,0.0,0.0,223.0,1157.0,61.0,47.0,507.0,10.79,4.0,3.0,0.0,0.0,1.0,1157.0,7.0,223.0,507.0,3.0,267.4
239,Chuck Foreman,MIN,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,199.0,777.0,,53.0,586.0,11.06,6.0,0.0,0.0,0.0,0.0,777.0,9.0,199.0,586.0,6.0,267.3
240,Ricky Watters,SEA,RB,29.0,16.0,16.0,1.0,1.0,1.0,0.0,319.0,1239.0,73.0,52.0,373.0,7.17,4.0,2.0,1.0,1.0,1.0,1239.0,9.0,319.0,373.0,0.0,267.24
241,Edgerrin James,IND,RB,25.0,13.0,13.0,0.0,0.0,0.0,0.0,310.0,1259.0,71.0,51.0,292.0,5.73,5.0,3.0,0.0,0.0,0.0,1259.0,11.0,310.0,292.0,0.0,266.1
242,Ricky Williams,NOR,RB,24.0,16.0,16.0,0.0,0.0,0.0,0.0,313.0,1245.0,88.0,60.0,511.0,8.52,8.0,6.0,0.0,0.0,0.0,1245.0,6.0,313.0,511.0,1.0,265.6
243,Fred Taylor,JAX,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,287.0,1314.0,57.0,49.0,408.0,8.33,3.0,2.0,0.0,0.0,0.0,1314.0,8.0,287.0,408.0,0.0,265.2
244,Charlie Garner,SFO,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,241.0,1229.0,76.0,56.0,535.0,9.55,4.0,2.0,0.0,0.0,0.0,1229.0,4.0,241.0,535.0,2.0,264.4
245,Sherman Smith,SEA,RB,25.0,16.0,15.0,1.0,1.0,11.0,0.0,194.0,775.0,,48.0,499.0,10.4,1.0,0.0,11.0,0.0,1.0,775.0,11.0,194.0,499.0,4.0,263.84000000000003
246,Sherman Smith,SEA,RB,25.0,16.0,15.0,1.0,1.0,11.0,0.0,194.0,775.0,,48.0,499.0,10.4,1.0,0.0,11.0,0.0,1.0,775.0,11.0,194.0,499.0,4.0,263.84000000000003
247,Emmitt Smith,DAL,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,319.0,1332.0,32.0,27.0,175.0,6.48,3.0,2.0,0.0,0.0,0.0,1332.0,13.0,319.0,175.0,2.0,263.7
248,LeSean McCoy,BUF,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,287.0,1138.0,77.0,59.0,448.0,7.59,3.0,1.0,0.0,0.0,0.0,1138.0,6.0,287.0,448.0,2.0,263.6
249,Ted Brown,MIN,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,219.0,912.0,,62.0,623.0,10.05,6.0,0.0,0.0,0.0,0.0,912.0,8.0,219.0,623.0,2.0,263.5
250,Barry Sanders,DET,RB,21.0,15.0,13.0,0.0,0.0,0.0,0.0,280.0,1470.0,,24.0,282.0,11.75,10.0,0.0,0.0,0.0,0.0,1470.0,14.0,280.0,282.0,0.0,263.2
251,Matt Forte,CHI,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,237.0,1069.0,70.0,51.0,547.0,10.73,3.0,2.0,0.0,0.0,0.0,1069.0,6.0,237.0,547.0,3.0,262.6
252,Mike Pruitt,CLE,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,264.0,1294.0,,41.0,372.0,9.07,6.0,0.0,0.0,0.0,0.0,1294.0,9.0,264.0,372.0,2.0,261.6
253,Mike Pruitt,CLE,RB,25.0,16.0,16.0,0.0,0.0,0.0,0.0,264.0,1294.0,,41.0,372.0,9.07,6.0,0.0,0.0,0.0,0.0,1294.0,9.0,264.0,372.0,2.0,261.6
254,Adrian Peterson,MIN,RB,23.0,16.0,15.0,0.0,0.0,0.0,0.0,363.0,1760.0,39.0,21.0,125.0,5.95,9.0,4.0,0.0,0.0,0.0,1760.0,10.0,363.0,125.0,0.0,261.5
255,Natrone Means,SDG,RB,22.0,16.0,16.0,0.0,1.0,0.0,0.0,343.0,1350.0,43.0,39.0,235.0,6.03,5.0,4.0,0.0,0.0,1.0,1350.0,12.0,343.0,235.0,0.0,261.5
256,Walter Payton,CHI,RB,26.0,16.0,16.0,0.0,3.0,0.0,0.0,317.0,1460.0,,46.0,367.0,7.98,5.0,0.0,0.0,0.0,3.0,1460.0,6.0,317.0,367.0,1.0,260.7
257,Adrian Peterson,MIN,RB,30.0,16.0,16.0,0.0,0.0,0.0,0.0,327.0,1485.0,36.0,30.0,222.0,7.4,7.0,3.0,0.0,0.0,0.0,1485.0,11.0,327.0,222.0,0.0,260.7
258,Herschel Walker,DAL,RB,25.0,12.0,11.0,0.0,0.0,0.0,0.0,209.0,891.0,,60.0,715.0,11.92,4.0,0.0,0.0,0.0,0.0,891.0,7.0,209.0,715.0,1.0,260.6
259,Walter Payton,CHI,RB,32.0,16.0,16.0,0.0,4.0,0.0,1.0,321.0,1333.0,,37.0,382.0,10.32,6.0,0.0,0.0,0.0,4.0,1333.0,8.0,321.0,382.0,3.0,260.5
260,Roger Craig,SFO,RB,26.0,16.0,15.0,0.0,0.0,0.0,0.0,204.0,830.0,,81.0,624.0,7.7,4.0,0.0,0.0,0.0,0.0,830.0,7.0,204.0,624.0,0.0,260.4
261,Curtis Martin,NYJ,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,369.0,1287.0,57.0,43.0,365.0,8.49,5.0,1.0,0.0,0.0,0.0,1287.0,8.0,369.0,365.0,1.0,260.2
262,Eddie George,TEN,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,343.0,1165.0,46.0,36.0,255.0,7.08,1.0,1.0,0.0,0.0,0.0,1165.0,12.0,343.0,255.0,2.0,260.0
263,Gary Anderson,SDG,RB,25.0,16.0,12.0,1.0,1.0,4.0,0.0,127.0,442.0,,80.0,871.0,10.89,5.0,0.0,4.0,1.0,1.0,442.0,1.0,127.0,871.0,8.0,259.46
264,Leonard Fournette,JAX,RB,24.0,15.0,15.0,0.0,0.0,0.0,0.0,265.0,1152.0,100.0,76.0,522.0,6.87,1.0,1.0,0.0,0.0,0.0,1152.0,3.0,265.0,522.0,0.0,259.4
265,James Wilder,TAM,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,365.0,1300.0,,53.0,341.0,6.43,9.0,0.0,0.0,0.0,0.0,1300.0,10.0,365.0,341.0,0.0,259.1
266,Corey Dillon,NWE,RB,30.0,15.0,14.0,0.0,0.0,0.0,0.0,345.0,1635.0,21.0,15.0,103.0,6.87,5.0,4.0,0.0,0.0,0.0,1635.0,12.0,345.0,103.0,1.0,258.8
