,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att.1,Yds.1,Tgt,Rec,Yds.2,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
3395,Chad Morton,WAS,RB,26.0,15.0,2.0,0.0,0.0,0.0,0.0,48.0,216.0,26.0,15.0,187.0,12.47,1.0,1.0,0.0,0.0,0.0,216.0,0.0,48.0,187.0,1.0,59.3
3396,Ahman Green,GNB,RB,28.0,5.0,5.0,0.0,0.0,0.0,0.0,77.0,255.0,27.0,19.0,147.0,7.74,1.0,0.0,0.0,0.0,0.0,255.0,0.0,77.0,147.0,0.0,59.2
3397,Leon Washington,NYJ,RB,27.0,7.0,0.0,0.0,0.0,0.0,0.0,72.0,331.0,26.0,15.0,131.0,8.73,1.0,1.0,0.0,0.0,0.0,331.0,0.0,72.0,131.0,0.0,59.2
3398,Lamont Warren,IND,RB,24.0,13.0,0.0,0.0,1.0,0.0,0.0,28.0,80.0,26.0,20.0,192.0,9.6,0.0,0.0,0.0,0.0,1.0,80.0,2.0,28.0,192.0,0.0,59.2
3399,Michael Bennett,2TM,RB,29.0,14.0,1.0,0.0,0.0,0.0,0.0,61.0,241.0,22.0,15.0,101.0,6.73,2.0,1.0,0.0,0.0,0.0,241.0,1.0,61.0,101.0,1.0,59.2
3400,Fred McAfee,NOR,RB,23.0,9.0,0.0,0.0,0.0,0.0,0.0,109.0,494.0,,1.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,494.0,2.0,109.0,8.0,0.0,59.2
3401,Kelvin Bryant,WAS,RB,30.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,,26.0,248.0,9.54,0.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,248.0,1.0,59.2
3402,Brad Hoover,CAR,RB,24.0,16.0,4.0,0.0,0.0,0.0,0.0,89.0,290.0,19.0,15.0,112.0,7.47,1.0,1.0,0.0,0.0,0.0,290.0,1.0,89.0,112.0,0.0,59.2
3403,Jimmy DuBose,TAM,RB,24.0,6.0,5.0,0.0,0.0,0.0,0.0,93.0,358.0,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,358.0,4.0,93.0,3.0,0.0,59.1
3404,Malcolm Brown,LAR,RB,26.0,14.0,1.0,0.0,0.0,0.0,0.0,69.0,255.0,6.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,255.0,5.0,69.0,16.0,0.0,59.1
3405,Calvin Hill,WAS,RB,30.0,14.0,1.0,0.0,0.0,0.0,0.0,69.0,257.0,,18.0,154.0,8.56,3.0,0.0,0.0,0.0,0.0,257.0,0.0,69.0,154.0,1.0,59.1
3406,Ken Thomas,KAN,RB,23.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,,28.0,236.0,8.43,2.0,0.0,0.0,0.0,0.0,55.0,0.0,15.0,236.0,1.0,59.1
3407,Arian Foster,HOU,RB,23.0,6.0,1.0,0.0,0.0,0.0,0.0,54.0,257.0,9.0,8.0,93.0,11.63,1.0,1.0,0.0,0.0,0.0,257.0,3.0,54.0,93.0,0.0,59.0
3408,Glen Bonner,SDG,RB,22.0,12.0,3.0,0.0,0.0,0.0,0.0,66.0,199.0,,11.0,101.0,9.18,3.0,0.0,0.0,0.0,0.0,199.0,3.0,66.0,101.0,1.0,59.0
3409,Skip Hicks,WAS,RB,25.0,10.0,2.0,0.0,0.0,0.0,0.0,78.0,257.0,10.0,8.0,72.0,9.0,1.0,0.0,0.0,0.0,0.0,257.0,3.0,78.0,72.0,0.0,58.9
3410,Marc Edwards,JAX,RB,29.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,13.0,43.0,31.0,226.0,7.29,0.0,1.0,0.0,0.0,0.0,13.0,1.0,7.0,226.0,0.0,58.9
3411,George Wonsley,IND,RB,26.0,16.0,6.0,0.0,0.0,0.0,0.0,60.0,214.0,,16.0,175.0,10.94,1.0,0.0,0.0,0.0,0.0,214.0,1.0,60.0,175.0,0.0,58.9
3412,James Starks,GNB,RB,30.0,9.0,4.0,0.0,0.0,0.0,0.0,63.0,145.0,25.0,19.0,134.0,7.05,1.0,0.0,0.0,0.0,0.0,145.0,0.0,63.0,134.0,2.0,58.9
3413,Larry Smith,RAM,RB,26.0,14.0,2.0,2.0,2.0,31.0,0.0,79.0,291.0,,10.0,65.0,6.5,0.0,0.0,31.0,0.0,2.0,291.0,2.0,79.0,65.0,0.0,58.84
3414,Herman Heard,KAN,RB,25.0,15.0,7.0,0.0,0.0,0.0,0.0,71.0,295.0,,17.0,83.0,4.88,4.0,0.0,0.0,0.0,0.0,295.0,2.0,71.0,83.0,0.0,58.8
3415,Nick Bell,RAI,RB,24.0,16.0,1.0,0.0,0.0,0.0,0.0,81.0,366.0,6.0,4.0,40.0,10.0,2.0,0.0,0.0,0.0,0.0,366.0,3.0,81.0,40.0,0.0,58.6
3416,Cecil Martin,PHI,RB,25.0,16.0,9.0,0.0,0.0,0.0,0.0,13.0,77.0,39.0,31.0,219.0,7.06,1.0,1.0,0.0,0.0,0.0,77.0,0.0,13.0,219.0,0.0,58.6
3417,Sam Gash,NWE,RB,26.0,15.0,12.0,0.0,0.0,0.0,0.0,8.0,24.0,43.0,26.0,242.0,9.31,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,242.0,1.0,58.6
3418,Cadillac Williams,TAM,RB,26.0,6.0,1.0,0.0,0.0,0.0,0.0,63.0,233.0,7.0,7.0,43.0,6.14,1.0,0.0,0.0,0.0,0.0,233.0,4.0,63.0,43.0,0.0,58.6
3419,Brad Hoover,CAR,RB,26.0,16.0,10.0,0.0,0.0,0.0,0.0,31.0,129.0,30.0,17.0,187.0,11.0,1.0,1.0,0.0,0.0,0.0,129.0,0.0,31.0,187.0,2.0,58.6
3420,Danny Woodhead,BAL,RB,32.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,56.0,39.0,33.0,200.0,6.06,0.0,0.0,0.0,0.0,0.0,56.0,0.0,14.0,200.0,0.0,58.6
3421,Larry Poole,CLE,RB,24.0,13.0,1.0,0.0,0.0,0.0,0.0,78.0,356.0,,14.0,70.0,5.0,2.0,0.0,0.0,0.0,0.0,356.0,1.0,78.0,70.0,0.0,58.6
3422,Albert Bentley,IND,RB,25.0,15.0,1.0,1.0,1.0,6.0,0.0,54.0,288.0,,11.0,85.0,7.73,1.0,0.0,6.0,0.0,1.0,288.0,2.0,54.0,85.0,0.0,58.540000000000006
3423,Bob Christian,ATL,RB,30.0,14.0,11.0,0.0,0.0,0.0,0.0,8.0,21.0,28.0,19.0,214.0,11.26,1.0,1.0,0.0,0.0,0.0,21.0,2.0,8.0,214.0,1.0,58.5
3424,Craig Taylor,CIN,RB,25.0,12.0,3.0,0.0,0.0,0.0,0.0,33.0,153.0,,21.0,122.0,5.81,1.0,0.0,0.0,0.0,0.0,153.0,2.0,33.0,122.0,0.0,58.5
3425,Warren Williams,PIT,RB,23.0,15.0,8.0,0.0,0.0,0.0,0.0,87.0,409.0,,11.0,66.0,6.0,3.0,0.0,0.0,0.0,0.0,409.0,0.0,87.0,66.0,1.0,58.5
3426,Randy McMillan,BAL,RB,24.0,9.0,9.0,0.0,0.0,0.0,0.0,101.0,305.0,,15.0,90.0,6.0,1.0,0.0,0.0,0.0,0.0,305.0,1.0,101.0,90.0,0.0,58.5
3427,Steve Smith,RAI,RB,27.0,16.0,16.0,0.0,0.0,0.0,0.0,62.0,265.0,,15.0,130.0,8.67,4.0,0.0,0.0,0.0,0.0,265.0,1.0,62.0,130.0,1.0,58.5
3428,Greg Lewis,DEN,RB,22.0,16.0,4.0,0.0,0.0,0.0,0.0,99.0,376.0,,2.0,9.0,4.5,3.0,0.0,0.0,0.0,0.0,376.0,4.0,99.0,9.0,0.0,58.5
3429,Lawrence McCutcheon,2TM,RB,30.0,14.0,1.0,1.0,2.0,12.0,0.0,52.0,254.0,,9.0,76.0,8.44,4.0,0.0,12.0,0.0,2.0,254.0,3.0,52.0,76.0,1.0,58.47999999999999
3430,Leonard Russell,NWE,RB,23.0,11.0,10.0,0.0,0.0,0.0,0.0,123.0,390.0,14.0,11.0,24.0,2.18,3.0,0.0,0.0,0.0,0.0,390.0,2.0,123.0,24.0,0.0,58.40000000000001
3431,Mark Ingram,NOR,RB,24.0,11.0,3.0,0.0,0.0,0.0,0.0,78.0,386.0,11.0,7.0,68.0,9.71,1.0,0.0,0.0,0.0,0.0,386.0,1.0,78.0,68.0,0.0,58.40000000000001
3432,Cleo Miller,CLE,RB,29.0,12.0,3.0,0.0,0.0,0.0,0.0,52.0,165.0,,16.0,139.0,8.69,0.0,0.0,0.0,0.0,0.0,165.0,2.0,52.0,139.0,0.0,58.4
3433,James Ford,NOR,RB,22.0,9.0,7.0,0.0,0.0,0.0,0.0,93.0,379.0,,7.0,54.0,7.71,2.0,0.0,0.0,0.0,0.0,379.0,2.0,93.0,54.0,0.0,58.3
3434,Bob Christian,ATL,RB,34.0,15.0,10.0,0.0,0.0,0.0,0.0,31.0,119.0,24.0,13.0,174.0,13.38,1.0,1.0,0.0,0.0,0.0,119.0,3.0,31.0,174.0,0.0,58.3
3435,Tim Manoa,CLE,RB,24.0,16.0,4.0,0.0,0.0,0.0,0.0,99.0,389.0,,10.0,54.0,5.4,4.0,0.0,0.0,0.0,0.0,389.0,2.0,99.0,54.0,0.0,58.3
3436,Brandon Bennett,CIN,RB,28.0,16.0,1.0,0.0,0.0,0.0,0.0,50.0,232.0,26.0,20.0,150.0,7.5,1.0,0.0,0.0,0.0,0.0,232.0,0.0,50.0,150.0,0.0,58.2
3437,Steve Sewell,DEN,RB,24.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,83.0,,13.0,209.0,16.08,1.0,0.0,0.0,0.0,0.0,83.0,2.0,19.0,209.0,1.0,58.2
3438,Ken Lacy,KAN,RB,24.0,15.0,4.0,0.0,0.0,0.0,0.0,46.0,165.0,,13.0,87.0,6.69,2.0,0.0,0.0,0.0,0.0,165.0,2.0,46.0,87.0,2.0,58.2
3439,Brian Leonard,CIN,RB,25.0,14.0,1.0,0.0,0.0,0.0,0.0,27.0,84.0,35.0,30.0,217.0,7.23,1.0,1.0,0.0,0.0,0.0,84.0,0.0,27.0,217.0,0.0,58.1
3440,Lydell Mitchell,SDG,RB,30.0,12.0,5.0,0.0,0.0,0.0,0.0,63.0,211.0,,19.0,159.0,8.37,2.0,0.0,0.0,0.0,0.0,211.0,0.0,63.0,159.0,1.0,58.0
3441,Lydell Mitchell,SDG,RB,30.0,12.0,5.0,0.0,0.0,0.0,0.0,63.0,211.0,,19.0,159.0,8.37,2.0,0.0,0.0,0.0,0.0,211.0,0.0,63.0,159.0,1.0,58.0
3442,Damien Williams,MIA,RB,22.0,16.0,0.0,0.0,0.0,0.0,0.0,36.0,122.0,27.0,21.0,187.0,8.9,0.0,0.0,0.0,0.0,0.0,122.0,0.0,36.0,187.0,1.0,57.90000000000001
3443,Benny Snell,PIT,RB,21.0,13.0,2.0,0.0,0.0,0.0,0.0,108.0,426.0,4.0,3.0,23.0,7.67,1.0,1.0,0.0,0.0,0.0,426.0,2.0,108.0,23.0,0.0,57.9
3444,Doug Dressler,CIN,RB,23.0,14.0,4.0,0.0,0.0,0.0,0.0,54.0,204.0,,19.0,145.0,7.63,1.0,0.0,0.0,0.0,0.0,204.0,1.0,54.0,145.0,0.0,57.9
3445,Vagas Ferguson,NWE,RB,24.0,13.0,5.0,0.0,0.0,0.0,0.0,78.0,340.0,,4.0,39.0,9.75,1.0,0.0,0.0,0.0,0.0,340.0,3.0,78.0,39.0,0.0,57.9
3446,Louis Carter,TAM,RB,25.0,16.0,5.0,2.0,5.0,87.0,0.0,81.0,275.0,,19.0,139.0,7.32,6.0,0.0,87.0,0.0,5.0,275.0,1.0,81.0,139.0,0.0,57.88
3447,Tom Newton,NYJ,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,145.0,,4.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,145.0,6.0,37.0,33.0,0.0,57.8
3448,Stacey Mack,HOU,RB,28.0,8.0,5.0,0.0,1.0,0.0,1.0,93.0,253.0,12.0,9.0,55.0,6.11,2.0,2.0,0.0,0.0,1.0,253.0,4.0,93.0,55.0,0.0,57.8
3449,Tom Newton,NYJ,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,145.0,,4.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,145.0,6.0,37.0,33.0,0.0,57.8
3450,Roger Craig,MIN,RB,33.0,14.0,3.0,0.0,0.0,0.0,0.0,38.0,119.0,32.0,19.0,169.0,8.89,1.0,0.0,0.0,0.0,0.0,119.0,1.0,38.0,169.0,1.0,57.8
3451,Willis McGahee,CLE,RB,32.0,12.0,6.0,0.0,0.0,0.0,0.0,138.0,377.0,11.0,8.0,20.0,2.5,1.0,1.0,0.0,0.0,0.0,377.0,2.0,138.0,20.0,0.0,57.7
3452,Stump Mitchell,STL,RB,24.0,15.0,1.0,0.0,0.0,0.0,0.0,68.0,373.0,,7.0,54.0,7.71,5.0,0.0,0.0,0.0,0.0,373.0,3.0,68.0,54.0,0.0,57.69999999999999
3453,Ladell Betts,WAS,RB,26.0,12.0,0.0,0.0,0.0,0.0,0.0,89.0,338.0,17.0,10.0,78.0,7.8,3.0,3.0,0.0,0.0,0.0,338.0,1.0,89.0,78.0,1.0,57.6
3454,Norm Bulaich,PHI,RB,28.0,11.0,8.0,0.0,0.0,0.0,0.0,50.0,152.0,,28.0,204.0,7.29,3.0,0.0,0.0,0.0,0.0,152.0,0.0,50.0,204.0,0.0,57.6
3455,Larry Watkins,NYG,RB,29.0,14.0,2.0,0.0,0.0,0.0,0.0,68.0,303.0,,7.0,43.0,6.14,1.0,0.0,0.0,0.0,0.0,303.0,3.0,68.0,43.0,0.0,57.6
3456,Joe Morris,CLE,RB,31.0,16.0,4.0,0.0,0.0,0.0,0.0,93.0,289.0,,13.0,76.0,5.85,2.0,0.0,0.0,0.0,0.0,289.0,2.0,93.0,76.0,0.0,57.5
3457,Jerome Harrison,2TM,RB,27.0,12.0,2.0,0.0,0.0,0.0,0.0,71.0,330.0,13.0,12.0,85.0,7.08,2.0,1.0,0.0,0.0,0.0,330.0,1.0,71.0,85.0,0.0,57.5
3458,Brian Mitchell,PHI,RB,32.0,16.0,1.0,1.0,4.0,21.0,0.0,25.0,187.0,21.0,13.0,89.0,6.85,3.0,1.0,21.0,0.0,4.0,187.0,2.0,25.0,89.0,1.0,57.44
3459,Jamize Olawale,OAK,RB,27.0,16.0,7.0,0.0,0.0,0.0,0.0,17.0,47.0,14.0,12.0,227.0,18.92,0.0,0.0,0.0,0.0,0.0,47.0,2.0,17.0,227.0,1.0,57.40000000000001
3460,Rick Kane,DET,RB,24.0,15.0,0.0,0.0,0.0,0.0,0.0,44.0,153.0,,16.0,161.0,10.06,1.0,0.0,0.0,0.0,0.0,153.0,2.0,44.0,161.0,0.0,57.40000000000001
3461,Derrius Guice,WAS,RB,22.0,5.0,1.0,0.0,0.0,0.0,0.0,42.0,245.0,9.0,7.0,79.0,11.29,0.0,0.0,0.0,0.0,0.0,245.0,2.0,42.0,79.0,1.0,57.4
3462,Johnny Davis,TAM,RB,22.0,16.0,10.0,0.0,0.0,0.0,0.0,97.0,370.0,,5.0,13.0,2.6,2.0,0.0,0.0,0.0,0.0,370.0,3.0,97.0,13.0,0.0,57.3
3463,Tony Nathan,MIA,RB,26.0,8.0,7.0,1.0,2.0,15.0,0.0,66.0,233.0,,16.0,114.0,7.13,2.0,0.0,15.0,1.0,2.0,233.0,1.0,66.0,114.0,0.0,57.3
3464,Peyton Hillis,NYG,RB,27.0,7.0,1.0,0.0,0.0,0.0,0.0,73.0,247.0,21.0,13.0,96.0,7.38,2.0,1.0,0.0,0.0,0.0,247.0,2.0,73.0,96.0,0.0,57.3
3465,Charles Clay,MIA,RB,22.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,233.0,14.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,3.0,57.3
3466,Don Woods,2TM,RB,29.0,12.0,5.0,1.0,2.0,6.0,0.0,54.0,239.0,,20.0,171.0,8.55,2.0,0.0,6.0,0.0,2.0,239.0,0.0,54.0,171.0,0.0,57.24
3467,Tom Rathman,RAI,RB,32.0,16.0,16.0,0.0,0.0,0.0,0.0,28.0,118.0,41.0,26.0,194.0,7.46,0.0,0.0,0.0,0.0,0.0,118.0,0.0,28.0,194.0,0.0,57.2
3468,DeAngelo Williams,CAR,RB,27.0,6.0,6.0,0.0,0.0,0.0,0.0,87.0,361.0,13.0,11.0,61.0,5.55,1.0,1.0,0.0,0.0,0.0,361.0,1.0,87.0,61.0,0.0,57.2
3469,Bishop Sankey,TEN,RB,23.0,13.0,3.0,0.0,0.0,0.0,0.0,47.0,193.0,22.0,14.0,139.0,9.93,2.0,1.0,0.0,0.0,0.0,193.0,1.0,47.0,139.0,1.0,57.2
3470,Deuce McAllister,NOR,RB,23.0,16.0,4.0,1.0,2.0,12.0,0.0,16.0,91.0,20.0,15.0,166.0,11.07,1.0,0.0,12.0,1.0,2.0,91.0,1.0,16.0,166.0,1.0,57.18
3471,George Jones,PIT,RB,24.0,16.0,1.0,0.0,0.0,0.0,0.0,72.0,235.0,18.0,16.0,96.0,6.0,3.0,2.0,0.0,0.0,0.0,235.0,1.0,72.0,96.0,1.0,57.1
3472,Zach Zenner,DET,RB,27.0,8.0,1.0,0.0,0.0,0.0,0.0,55.0,265.0,10.0,7.0,56.0,8.0,0.0,0.0,0.0,0.0,0.0,265.0,3.0,55.0,56.0,0.0,57.1
3473,Thomas Jones,KAN,RB,33.0,16.0,8.0,0.0,0.0,0.0,0.0,153.0,478.0,7.0,5.0,43.0,8.6,0.0,0.0,0.0,0.0,0.0,478.0,0.0,153.0,43.0,0.0,57.1
3474,Horace King,DET,RB,22.0,14.0,0.0,0.0,1.0,0.0,0.0,61.0,260.0,,13.0,81.0,6.23,1.0,0.0,0.0,0.0,1.0,260.0,2.0,61.0,81.0,0.0,57.1
3475,D'Onta Foreman,HOU,RB,21.0,10.0,1.0,0.0,0.0,0.0,0.0,78.0,327.0,8.0,6.0,83.0,13.83,2.0,1.0,0.0,0.0,0.0,327.0,2.0,78.0,83.0,0.0,57.0
3476,Jay Graham,BAL,RB,22.0,13.0,3.0,0.0,0.0,0.0,0.0,81.0,299.0,14.0,12.0,51.0,4.25,2.0,1.0,0.0,0.0,0.0,299.0,2.0,81.0,51.0,0.0,57.0
3477,Quinton Ganther,WAS,RB,25.0,8.0,4.0,0.0,0.0,0.0,0.0,62.0,201.0,10.0,9.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,201.0,3.0,62.0,99.0,0.0,57.0
3478,Vaughn Hebron,PHI,RB,23.0,16.0,4.0,0.0,0.0,0.0,0.0,84.0,297.0,17.0,11.0,82.0,7.45,5.0,0.0,0.0,0.0,0.0,297.0,3.0,84.0,82.0,0.0,56.90000000000001
3479,Dalton Hilliard,NOR,RB,26.0,6.0,6.0,0.0,0.0,0.0,0.0,90.0,284.0,,14.0,125.0,8.93,2.0,0.0,0.0,0.0,0.0,284.0,0.0,90.0,125.0,1.0,56.9
3480,Nick Bell,RAI,RB,23.0,9.0,1.0,0.0,0.0,0.0,0.0,78.0,307.0,,6.0,62.0,10.33,2.0,0.0,0.0,0.0,0.0,307.0,3.0,78.0,62.0,0.0,56.9
3481,Benny Cunningham,CHI,RB,27.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,26.0,20.0,240.0,12.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,9.0,240.0,2.0,56.9
3482,Greg Pruitt,CLE,RB,28.0,6.0,6.0,0.0,0.0,0.0,0.0,62.0,233.0,,14.0,155.0,11.07,1.0,0.0,0.0,0.0,0.0,233.0,0.0,62.0,155.0,1.0,56.8
3483,Norm Bulaich,MIA,RB,32.0,16.0,3.0,0.0,0.0,0.0,0.0,40.0,196.0,,16.0,92.0,5.75,0.0,0.0,0.0,0.0,0.0,196.0,2.0,40.0,92.0,0.0,56.8
3484,Greg Jones,JAX,RB,26.0,16.0,11.0,0.0,0.0,0.0,0.0,42.0,119.0,19.0,11.0,99.0,9.0,0.0,0.0,0.0,0.0,0.0,119.0,2.0,42.0,99.0,2.0,56.8
3485,Sherman Smith,SEA,RB,28.0,9.0,8.0,0.0,1.0,0.0,0.0,63.0,202.0,,19.0,196.0,10.32,1.0,0.0,0.0,0.0,1.0,202.0,0.0,63.0,196.0,0.0,56.8
3486,Greg Pruitt,CLE,RB,28.0,6.0,6.0,0.0,0.0,0.0,0.0,62.0,233.0,,14.0,155.0,11.07,1.0,0.0,0.0,0.0,0.0,233.0,0.0,62.0,155.0,1.0,56.8
3487,Ahmad Bradshaw,NYG,RB,22.0,15.0,0.0,0.0,0.0,0.0,0.0,67.0,355.0,6.0,5.0,42.0,8.4,3.0,0.0,0.0,0.0,0.0,355.0,1.0,67.0,42.0,1.0,56.7
3488,Sam Gash,BUF,RB,29.0,16.0,13.0,0.0,0.0,0.0,0.0,11.0,32.0,21.0,19.0,165.0,8.68,0.0,0.0,0.0,0.0,0.0,32.0,0.0,11.0,165.0,3.0,56.7
3489,John Kuhn,NOR,RB,34.0,16.0,3.0,0.0,0.0,0.0,0.0,18.0,37.0,20.0,16.0,70.0,4.38,0.0,0.0,0.0,0.0,0.0,37.0,4.0,18.0,70.0,1.0,56.7
3490,Richard Huntley,PIT,RB,28.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,215.0,19.0,10.0,91.0,9.1,1.0,1.0,0.0,0.0,0.0,215.0,3.0,46.0,91.0,0.0,56.6
3491,Tony Richardson,KAN,RB,31.0,14.0,12.0,0.0,0.0,0.0,0.0,22.0,81.0,23.0,18.0,125.0,6.94,1.0,0.0,0.0,0.0,0.0,81.0,2.0,22.0,125.0,1.0,56.6
3492,Lawrence Phillips,SFO,RB,24.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,144.0,20.0,15.0,152.0,10.13,2.0,0.0,0.0,0.0,0.0,144.0,2.0,30.0,152.0,0.0,56.6
3493,Marv Hubbard,OAK,RB,29.0,7.0,6.0,0.0,0.0,0.0,0.0,60.0,294.0,,7.0,81.0,11.57,0.0,0.0,0.0,0.0,0.0,294.0,2.0,60.0,81.0,0.0,56.5
3494,Rudi Johnson,DET,RB,29.0,14.0,4.0,0.0,0.0,0.0,0.0,76.0,237.0,14.0,12.0,88.0,7.33,1.0,0.0,0.0,0.0,0.0,237.0,1.0,76.0,88.0,1.0,56.5
3495,John Simon,TEN,RB,24.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,17.0,16.0,167.0,10.44,1.0,1.0,0.0,0.0,0.0,18.0,1.0,9.0,167.0,3.0,56.5
3496,Sam Gash,NWE,RB,28.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,10.0,29.0,22.0,154.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,154.0,3.0,56.4
3497,Mewelde Moore,PIT,RB,28.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,99.0,31.0,26.0,205.0,7.88,0.0,0.0,0.0,0.0,0.0,99.0,0.0,33.0,205.0,0.0,56.4
3498,Fozzy Whittaker,2TM,RB,24.0,14.0,2.0,0.0,0.0,0.0,0.0,28.0,79.0,36.0,21.0,155.0,7.38,1.0,0.0,0.0,0.0,0.0,79.0,0.0,28.0,155.0,2.0,56.4
3499,Larry Csonka,NYG,RB,31.0,14.0,13.0,0.0,0.0,0.0,0.0,134.0,464.0,,2.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,464.0,1.0,134.0,20.0,0.0,56.4
3500,Rob Carpenter,NYG,RB,30.0,14.0,11.0,0.0,0.0,0.0,0.0,60.0,201.0,,20.0,162.0,8.1,0.0,0.0,0.0,0.0,0.0,201.0,0.0,60.0,162.0,0.0,56.3
3501,Justin Forsett,SEA,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,46.0,145.0,34.0,23.0,128.0,5.57,0.0,0.0,0.0,0.0,0.0,145.0,1.0,46.0,128.0,0.0,56.3
3502,Tony Galbreath,NYG,RB,33.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,74.0,,26.0,248.0,9.54,1.0,0.0,0.0,0.0,0.0,74.0,0.0,10.0,248.0,0.0,56.2
3503,John Stephens,NWE,RB,25.0,14.0,3.0,0.0,0.0,0.0,0.0,63.0,163.0,,16.0,119.0,7.44,0.0,0.0,0.0,0.0,0.0,163.0,2.0,63.0,119.0,0.0,56.2
3504,Travis Henry,TEN,RB,27.0,10.0,1.0,0.0,0.0,0.0,0.0,88.0,335.0,20.0,13.0,117.0,9.0,2.0,1.0,0.0,0.0,0.0,335.0,0.0,88.0,117.0,0.0,56.2
3505,Robert Wilson,TAM,RB,22.0,16.0,15.0,0.0,0.0,0.0,0.0,42.0,179.0,,20.0,121.0,6.05,3.0,0.0,0.0,0.0,0.0,179.0,0.0,42.0,121.0,2.0,56.0
3506,Lee Rouson,NYG,RB,24.0,14.0,1.0,0.0,0.0,0.0,0.0,54.0,179.0,,8.0,121.0,15.13,0.0,0.0,0.0,0.0,0.0,179.0,2.0,54.0,121.0,1.0,56.0
3507,Mosi Tatupu,NWE,RB,32.0,12.0,9.0,1.0,1.0,15.0,0.0,79.0,248.0,,15.0,136.0,9.07,1.0,0.0,15.0,1.0,1.0,248.0,0.0,79.0,136.0,0.0,56.0
3508,Alfred Anderson,MIN,RB,26.0,10.0,10.0,0.0,0.0,0.0,0.0,68.0,319.0,,7.0,69.0,9.86,1.0,0.0,0.0,0.0,0.0,319.0,2.0,68.0,69.0,0.0,55.8
3509,Rob Lytle,DEN,RB,24.0,13.0,7.0,0.0,0.0,0.0,0.0,81.0,341.0,,6.0,37.0,6.17,0.0,0.0,0.0,0.0,0.0,341.0,2.0,81.0,37.0,0.0,55.8
3510,Curtis Enis,CHI,RB,22.0,9.0,1.0,0.0,0.0,0.0,0.0,133.0,497.0,8.0,6.0,20.0,3.33,1.0,1.0,0.0,0.0,0.0,497.0,0.0,133.0,20.0,0.0,55.7
3511,Billy Jackson,KAN,RB,25.0,16.0,9.0,0.0,0.0,0.0,0.0,50.0,225.0,,15.0,101.0,6.73,2.0,0.0,0.0,0.0,0.0,225.0,1.0,50.0,101.0,1.0,55.6
3512,Tony Baker,PHI,RB,27.0,13.0,6.0,0.0,0.0,0.0,0.0,90.0,322.0,,16.0,114.0,7.13,2.0,0.0,0.0,0.0,0.0,322.0,0.0,90.0,114.0,0.0,55.6
3513,Larry Smith,WAS,RB,27.0,7.0,6.0,0.0,0.0,0.0,0.0,55.0,149.0,,23.0,137.0,5.96,1.0,0.0,0.0,0.0,0.0,149.0,0.0,55.0,137.0,1.0,55.6
3514,Arnold Morgado,KAN,RB,27.0,11.0,4.0,0.0,0.0,0.0,0.0,75.0,231.0,,5.0,55.0,11.0,1.0,0.0,0.0,0.0,0.0,231.0,4.0,75.0,55.0,0.0,55.6
3515,Arnold Morgado,KAN,RB,27.0,11.0,4.0,0.0,0.0,0.0,0.0,75.0,231.0,,5.0,55.0,11.0,1.0,0.0,0.0,0.0,0.0,231.0,4.0,75.0,55.0,0.0,55.6
3516,Jeff Smith,KAN,RB,23.0,13.0,1.0,0.0,0.0,0.0,0.0,30.0,118.0,,18.0,157.0,8.72,1.0,0.0,0.0,0.0,0.0,118.0,0.0,30.0,157.0,2.0,55.5
